Tag,Bank,2023-12-31  ,2023-09-30  ,2023-06-30  ,2023-03-31  ,2022-12-31  ,2022-09-30  ,2022-06-30  ,2022-03-31  ,2021-12-31  ,2021-09-30  ,2021-06-30  ,2021-03-31  ,2020-12-31  ,2020-09-30  ,2020-06-30  ,2020-03-31  ,2019-12-31  ,2019-09-30  ,2019-06-30  ,2019-03-31  ,2018-12-31  ,2018-09-30  ,2018-06-30  ,2018-03-31  ,2017-12-31  ,2017-09-30  ,2017-06-30  ,2017-03-31  ,2016-12-31  ,2016-09-30  ,2016-06-30  ,2016-03-31  ,2015-12-31  ,2015-09-30  ,2015-06-30  ,2015-03-31  ,2014-12-31  ,2014-09-30  ,2014-06-30  ,2014-03-31  ,2013-12-31  ,2013-09-30  ,2013-06-30  ,2013-03-31  ,2012-12-31  ,2012-09-30  ,2012-06-30  ,2012-03-31  ,2011-12-31  ,2011-09-30  ,2011-06-30  ,2011-03-31  ,2010-12-31  ,2010-09-30  ,2010-06-30  ,2010-03-31  ,2009-12-31  ,2009-09-30  ,2009-06-30  ,2009-03-31  ,2008-12-31  ,2008-09-30  ,2008-06-30  ,2008-03-31  ,2007-12-31  ,2007-09-30  ,2007-06-30  ,2007-03-31  ,2006-12-31  ,2006-09-30  ,2006-06-30  ,2006-03-31  ,2005-12-31  ,2005-09-30  ,2005-06-30  ,2005-03-31  ,2004-12-31  ,2004-09-30  ,2004-06-30  ,2004-03-31  ,2003-12-31  ,2003-09-30  ,2003-06-30  ,2003-03-31  ,2002-12-31  ,2001-12-31  ,2000-12-31  ,1999-12-31  ,1998-12-31  ,1997-12-31  ,1996-12-31  ,1995-12-31  ,1994-12-31  ,1993-12-31  
Insurance commission fees and income,regions-bank,"$109,000,000","$81,000,000","$56,000,000","$30,000,000","$93,000,000","$68,000,000","$41,000,000","$18,000,000","$72,000,000","$55,000,000","$37,000,000","$18,000,000","$60,000,000","$44,000,000","$27,000,000","$15,000,000","$59,000,000","$45,000,000","$31,000,000","$15,000,000","$50,436,000","$37,633,000","$24,764,000","$944,000","$1,079,000","$952,000","$707,000","$380,000","$1,472,000","$1,165,000","$812,000","$407,000","$8,995,000","$6,691,000","$4,353,000","$2,208,000","$8,715,000","$6,538,000","$4,328,000","$2,151,000","$8,766,000","$6,580,000","$4,396,000","$2,202,000","$8,666,000","$7,018,000","$4,825,000","$2,492,000","$10,550,000","$8,013,000","$5,446,000","$2,786,000","$9,779,000","$7,115,000","$5,131,000","$2,065,000","$8,779,000","$6,677,000","$4,465,000","$2,214,000","$5,214,000","$3,690,000","$3,058,000","$1,520,000","$6,550,000","$5,059,000","$3,748,000","$2,229,000","$10,392,000","$4,826,000","$3,204,000","$1,768,000","$5,743,000","$4,365,000","$2,882,000","$1,449,000","$8,563,000","$6,834,000","$4,758,000","$2,285,000","$11,014,000","$8,148,000","$5,451,000","$2,508,000","$10,062,000","$10,564,000",NA,NA,NA,NA,NA,NA,NA,NA
Insurance underwriting income,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,000,000","$1,000,000","$1,000,000","$1,000,000","$834,000","$252,000","$326,000","$200,000","$321,000","$334,000","$244,000","$135,000","$754,000","$593,000","$415,000","$216,000","$1,080,000","$843,000","$581,000","$307,000","$1,436,000","$1,115,000","$755,000","$399,000","$1,921,000","$1,503,000","$1,048,000","$544,000","$2,123,000","$2,088,000","$1,502,000","$849,000","$3,813,000","$2,930,000","$1,997,000","$1,026,000","$1,936,000","$903,000","$669,000","$359,000","$1,902,000","$1,519,000","$1,059,000","$661,000","$3,648,000","$2,667,000","$2,577,000","$1,262,000","$4,264,000","$2,831,000","$1,761,000","$863,000","$4,623,000","$3,160,000","$1,996,000","$1,026,000","$4,010,000","$2,961,000","$1,943,000","$982,000","$3,853,000","$2,951,000","$2,036,000","$1,069,000","$3,789,000","$2,898,000","$1,923,000","$917,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Other insurance commissions and fees,regions-bank,"$2,000,000","$2,000,000","$1,000,000","$1,000,000","$2,000,000","$2,000,000","$1,000,000","$1,000,000","$4,000,000","$3,000,000","$2,000,000","$1,000,000","$4,000,000","$3,000,000","$2,000,000","$1,000,000","$3,000,000","$3,000,000","$2,000,000","$1,000,000","$2,896,000","$2,209,000","$1,547,000","$744,000","$758,000","$618,000","$463,000","$245,000","$718,000","$572,000","$397,000","$191,000","$7,915,000","$5,848,000","$3,772,000","$1,901,000","$7,279,000","$5,423,000","$3,573,000","$1,752,000","$6,845,000","$5,077,000","$3,348,000","$1,658,000","$6,543,000","$4,930,000","$3,323,000","$1,643,000","$6,737,000","$5,083,000","$3,449,000","$1,760,000","$7,843,000","$6,212,000","$4,462,000","$1,706,000","$6,877,000","$5,158,000","$3,406,000","$1,553,000","$1,566,000","$1,023,000","$481,000","$258,000","$2,286,000","$2,228,000","$1,987,000","$1,366,000","$5,769,000","$1,666,000","$1,208,000","$742,000","$1,733,000","$1,404,000","$939,000","$467,000","$4,710,000","$3,883,000","$2,722,000","$1,216,000","$7,225,000","$5,250,000","$3,528,000","$1,591,000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Net gains (losses) on sales of loans,regions-bank,"$67,000,000","$47,000,000","$33,000,000","$15,000,000","$88,000,000","$78,000,000","$61,000,000","$39,000,000","$186,000,000","$150,000,000","$98,000,000","$62,000,000","$247,000,000","$190,000,000","$104,000,000","$41,000,000","$87,000,000","$64,000,000","$43,000,000","$22,000,000","$49,154,000","$40,971,000","$26,805,000","$10,618,000","$78,191,000","$61,335,000","$42,513,000","$17,372,000","$85,244,000","$64,426,000","$39,276,000","$21,703,000","$60,504,000","$52,210,000","$35,062,000","$14,836,000","$104,712,000","$96,138,000","$76,065,000","$54,541,000","$112,807,000","$95,531,000","$76,816,000","$38,643,000","$229,124,000","$176,624,000","$106,855,000","$39,998,000","$49,822,000","$27,158,000","$5,174,000","$7,196,000","$34,274,000","$11,002,000","$-723,000","$-11,654,000","$-14,187,000","$-1,326,000","$13,087,000","$21,655,000","$-10,811,000","$-3,688,000","$-2,742,000","$9,208,000","$17,936,000","$27,626,000","$32,203,000","$24,767,000","$79,557,000","$69,002,000","$54,002,000","$15,784,000","$160,843,000","$125,482,000","$61,014,000","$22,488,000","$176,409,000","$151,617,000","$97,989,000","$46,093,000","$139,284,000","$101,124,000","$65,686,000","$28,474,000",$0,"$26,469,000","$33,099,000","$26,203,000",$0,$0,$0,$0,$0,"$476,000"
Net gains (losses) on sales of other real estate owned,regions-bank,"$5,000,000","$4,000,000","$2,000,000","$1,000,000","$6,000,000","$4,000,000","$2,000,000","$1,000,000","$6,000,000","$6,000,000","$3,000,000","$2,000,000","$3,000,000","$2,000,000","$1,000,000","$2,000,000","$3,000,000","$4,000,000","$3,000,000","$1,000,000","$10,043,000","$7,408,000","$6,938,000","$2,063,000","$14,541,000","$10,617,000","$8,632,000","$3,708,000","$7,929,000","$5,513,000","$4,575,000","$3,496,000","$15,926,000","$11,459,000","$9,162,000","$2,500,000","$17,953,000","$14,745,000","$8,501,000","$795,000","$24,040,000","$17,301,000","$12,880,000","$4,000,000","$-17,329,000","$-19,696,000","$-15,958,000","$-12,932,000","$-122,852,000","$-95,791,000","$-57,431,000","$-29,649,000","$-167,244,000","$-120,240,000","$-63,951,000","$-31,996,000","$-141,589,000","$-89,044,000","$-35,735,000","$-18,990,000","$-86,615,000","$-61,270,000","$-20,796,000","$-3,732,000","$-6,427,000","$269,000","$448,000","$-571,000","$11,555,000","$10,807,000","$8,437,000","$1,837,000","$4,394,000","$2,791,000","$821,000","$201,000","$117,000","$931,000","$692,000","$203,000","$351,000","$981,000","$-92,000","$693,000","$2,978,000","$5,184,000","$2,549,000","$3,098,000","$4,094,000","$2,284,000","$260,000",$0,"$995,000","$896,000"
Net gains (losses) on sales of other assets (excluding securities),regions-bank,"$1,000,000",$0,$0,$0,"$3,000,000","$4,000,000","$7,000,000","$-1,000,000","$4,000,000","$2,000,000","$-1,000,000","$-3,000,000","$-29,000,000","$-23,000,000","$-25,000,000","$-9,000,000","$-13,000,000","$-2,000,000","$1,000,000","$-4,000,000","$-29,438,000","$-17,696,000","$-9,827,000","$-4,908,000","$-23,756,000","$-13,639,000","$-10,217,000","$-1,062,000","$-40,978,000","$-26,396,000","$-23,289,000","$-2,276,000","$-31,843,000","$-40,546,000","$-42,242,000","$-18,147,000","$555,000","$3,048,000","$-916,000","$-4,236,000","$44,357,000","$28,923,000","$3,912,000","$1,425,000","$19,120,000","$2,861,000","$2,148,000","$1,595,000","$-55,174,000","$-53,041,000","$-54,419,000","$1,876,000","$4,198,000","$4,036,000","$1,422,000","$526,000","$-4,984,000","$-1,078,000","$-995,000","$-1,763,000","$6,377,000","$3,779,000","$3,510,000","$2,477,000","$20,337,000","$19,733,000","$17,392,000","$14,131,000","$8,498,000","$15,337,000","$6,378,000","$3,820,000","$36,034,000","$35,703,000","$33,619,000","$-212,000","$788,000","$3,047,000","$1,090,000","$-54,000","$-472,000","$-48,000","$-49,000","$8,000",$0,"$364,000","$1,166,000","$1,511,000",$0,"$218,000",$0,$0,"$228,000","$133,000"
Other non-interest income,regions-bank,"$862,000,000","$632,000,000","$416,000,000","$188,000,000","$1,026,000,000","$760,000,000","$500,000,000","$234,000,000","$953,000,000","$721,000,000","$472,000,000","$224,000,000","$806,000,000","$568,000,000","$371,000,000","$189,000,000","$801,000,000","$599,000,000","$395,000,000","$192,000,000","$773,939,000","$584,267,000","$387,048,000","$191,946,000","$780,051,000","$574,282,000","$388,984,000","$195,837,000","$871,361,000","$678,806,000","$403,811,000","$198,097,000","$665,142,000","$466,833,000","$294,204,000","$144,405,000","$606,411,000","$454,536,000","$293,195,000","$143,388,000","$571,145,000","$394,552,000","$267,976,000","$127,138,000","$548,256,000","$421,420,000","$287,811,000","$146,651,000","$679,233,000","$534,345,000","$351,781,000","$171,361,000","$679,993,000","$461,210,000","$311,796,000","$157,110,000","$1,222,322,000","$1,003,465,000","$870,118,000","$455,643,000","$722,380,000","$543,061,000","$390,699,000","$241,184,000","$581,103,000","$429,167,000","$280,267,000","$135,134,000","$249,382,000","$163,321,000","$107,432,000","$57,122,000","$167,684,000","$103,819,000","$47,926,000","$24,179,000","$72,254,000","$58,469,000","$39,107,000","$23,212,000","$121,637,000","$93,374,000","$77,542,000","$47,712,000","$262,478,000","$140,942,000",NA,NA,NA,NA,NA,NA,NA,NA
Additional noninterest expense,regions-bank,"$1,231,000,000","$910,000,000","$592,000,000","$268,000,000","$1,418,000,000","$1,081,000,000","$496,000,000","$248,000,000","$991,000,000","$722,000,000","$486,000,000","$243,000,000","$988,000,000","$733,000,000","$493,000,000","$237,000,000","$1,047,000,000","$788,000,000","$528,000,000","$257,000,000","$1,103,672,000","$855,283,000","$535,806,000","$262,445,000","$963,098,000","$684,941,000","$464,751,000","$231,678,000","$971,749,000","$733,142,000","$472,160,000","$228,922,000","$940,276,000","$716,475,000","$483,709,000","$232,795,000","$884,678,000","$643,881,000","$444,190,000","$224,716,000","$1,090,384,000","$763,672,000","$494,538,000","$252,675,000","$1,150,034,000","$849,051,000","$579,224,000","$307,652,000","$1,413,653,000","$864,953,000","$583,773,000","$294,061,000","$1,263,359,000","$927,765,000","$649,306,000","$353,425,000","$1,242,931,000","$931,336,000","$591,346,000","$264,202,000","$7,264,916,000","$941,997,000","$654,167,000","$304,042,000","$1,269,697,000","$909,552,000","$577,394,000","$282,310,000","$883,671,000","$614,444,000","$413,062,000","$218,247,000","$713,039,000","$471,940,000","$250,294,000","$130,643,000","$546,290,000","$414,640,000","$284,718,000","$125,173,000","$477,391,000","$364,416,000","$243,383,000","$129,312,000","$543,272,000","$473,266,000","$447,704,000","$430,377,000","$472,801,000","$187,379,000","$128,757,000","$105,871,000","$106,116,000","$103,498,000"
Goodwill impairment losses and amortization expense,regions-bank,"$43,000,000","$33,000,000","$22,000,000","$11,000,000","$51,000,000","$38,000,000","$26,000,000","$13,000,000","$33,000,000","$20,000,000","$14,000,000","$7,000,000","$29,000,000","$22,000,000","$14,000,000","$6,000,000","$26,000,000","$19,000,000","$13,000,000","$6,000,000","$29,210,000","$22,114,000","$14,987,000","$7,493,000","$33,542,000","$25,377,000","$17,162,000","$8,581,000","$36,853,000","$27,700,000","$18,711,000","$9,355,000","$41,231,000","$31,226,000","$21,129,000","$10,666,000","$45,865,000","$34,810,000","$23,603,000","$11,878,000","$50,500,000","$38,286,000","$25,920,000","$13,036,000","$107,196,000","$81,743,000","$55,515,000","$28,145,000","$363,571,000","$80,961,000","$51,096,000","$25,935,000","$112,231,000","$85,336,000","$57,666,000","$29,221,000","$125,371,000","$95,246,000","$64,345,000","$32,668,000","$6,140,850,000","$107,179,000","$72,517,000","$36,800,000","$159,016,000","$115,109,000","$75,818,000","$43,113,000","$41,431,000","$31,651,000","$21,441,000","$10,896,000","$24,304,000","$13,061,000","$1,468,000","$742,000","$2,294,000","$1,567,000","$841,000","$420,000","$1,338,000","$1,004,000","$669,000","$335,000","$77,360,000","$51,931,000","$47,766,000","$47,601,000","$41,275,000","$15,605,000","$14,364,000","$12,645,000","$10,492,000","$14,279,000"
Amortization expense and impairment losses for other intangible losses,regions-bank,"$43,000,000","$33,000,000","$22,000,000","$11,000,000","$51,000,000","$38,000,000","$26,000,000","$13,000,000","$33,000,000","$20,000,000","$14,000,000","$7,000,000","$29,000,000","$22,000,000","$14,000,000","$6,000,000","$26,000,000","$19,000,000","$13,000,000","$6,000,000","$29,210,000","$22,114,000","$14,987,000","$7,493,000","$33,542,000","$25,377,000","$17,162,000","$8,581,000","$36,853,000","$27,700,000","$18,711,000","$9,355,000","$41,231,000","$31,226,000","$21,129,000","$10,666,000","$45,865,000","$34,810,000","$23,603,000","$11,878,000","$50,500,000","$38,286,000","$25,920,000","$13,036,000","$107,196,000","$81,743,000","$55,515,000","$28,145,000","$110,080,000","$80,961,000","$51,096,000","$25,935,000","$112,231,000","$85,336,000","$57,666,000","$29,221,000","$125,371,000","$95,246,000","$64,345,000","$32,668,000","$140,850,000","$107,179,000","$72,517,000","$36,800,000","$159,016,000","$115,109,000","$75,818,000","$43,113,000","$41,431,000","$31,651,000","$21,441,000","$10,896,000","$24,304,000","$13,061,000","$1,468,000","$742,000","$2,294,000","$1,567,000","$841,000","$420,000","$1,338,000","$1,004,000","$669,000","$335,000","$77,360,000",NA,NA,NA,NA,NA,NA,NA,NA,NA
Goodwill impairment losses,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$253,491,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$6,000,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,NA,NA,NA,NA,NA,NA,NA,NA,NA
All other noninterest expense,regions-bank,"$1,400,000,000","$981,000,000","$625,000,000","$268,000,000","$1,142,000,000","$887,000,000","$470,000,000","$235,000,000","$958,000,000","$702,000,000","$472,000,000","$236,000,000","$959,000,000","$711,000,000","$479,000,000","$231,000,000","$1,021,000,000","$769,000,000","$515,000,000","$251,000,000","$1,074,462,000","$833,169,000","$520,819,000","$254,952,000","$929,556,000","$659,564,000","$447,589,000","$223,097,000","$934,896,000","$705,442,000","$453,449,000","$219,567,000","$899,045,000","$685,249,000","$462,580,000","$222,129,000","$838,813,000","$609,071,000","$420,587,000","$212,838,000","$1,039,884,000","$725,386,000","$468,618,000","$239,639,000","$1,042,838,000","$767,308,000","$523,709,000","$279,507,000","$1,050,082,000","$783,992,000","$532,677,000","$268,126,000","$1,151,128,000","$842,429,000","$591,640,000","$324,204,000","$1,117,560,000","$836,090,000","$527,001,000","$231,534,000","$1,124,066,000","$834,818,000","$581,650,000","$267,242,000","$1,110,681,000","$794,443,000","$501,576,000","$239,197,000","$842,240,000","$582,793,000","$391,621,000","$207,351,000","$688,735,000","$458,879,000","$248,826,000","$129,901,000","$543,996,000","$413,073,000","$283,877,000","$124,753,000","$476,053,000","$363,412,000","$242,714,000","$128,977,000","$465,912,000","$421,335,000","$447,704,000","$430,377,000","$472,801,000","$187,379,000","$128,757,000","$105,871,000","$106,116,000","$103,498,000"
Total charge-offs,regions-bank,"$490,000,000","$341,000,000","$217,000,000","$105,000,000","$375,000,000","$282,000,000","$147,000,000","$77,000,000","$328,000,000","$256,000,000","$197,000,000","$114,000,000","$613,000,000","$487,000,000","$348,000,000","$144,000,000","$443,000,000","$329,000,000","$215,000,000","$102,000,000","$433,070,000","$313,979,000","$207,081,000","$111,536,000","$433,973,000","$329,262,000","$223,343,000","$124,283,000","$397,893,000","$287,577,000","$193,569,000","$95,910,000","$402,730,000","$282,214,000","$186,454,000","$101,336,000","$473,336,000","$354,488,000","$233,506,000","$124,235,000","$898,645,000","$570,255,000","$413,981,000","$224,223,000","$1,223,068,000","$989,139,000","$690,596,000","$375,238,000","$2,107,493,000","$1,638,249,000","$1,091,630,000","$510,677,000","$2,912,016,000","$2,200,761,000","$1,411,387,000","$730,008,000","$2,368,999,000","$1,648,650,000","$933,182,000","$412,712,000","$1,645,322,000","$824,727,000","$386,221,000","$146,483,000","$386,752,000","$256,985,000","$154,756,000","$74,096,000","$274,920,000","$170,122,000","$116,807,000","$55,231,000","$186,731,000","$122,311,000","$57,885,000","$25,717,000","$138,235,000","$97,613,000","$67,598,000","$28,675,000","$153,900,000","$109,087,000","$66,518,000","$31,910,000","$170,367,000","$184,643,000","$173,914,000","$142,651,000","$96,659,000","$56,211,000","$21,809,000","$21,238,000","$17,049,000","$19,933,000"
"Loans secured by real estate, total",regions-bank,"$7,000,000","$7,000,000","$4,000,000","$1,000,000","$17,000,000","$11,000,000","$8,000,000","$4,000,000","$33,000,000","$30,000,000","$27,000,000","$21,000,000","$34,000,000","$24,000,000","$18,000,000","$9,000,000","$42,000,000","$30,000,000","$20,000,000","$11,000,000","$72,134,000","$55,932,000","$41,727,000","$27,769,000","$65,428,000","$52,398,000","$39,762,000","$24,785,000","$96,682,000","$77,016,000","$55,827,000","$31,627,000","$132,652,000","$106,896,000","$75,660,000","$39,344,000","$217,523,000","$170,526,000","$117,219,000","$64,768,000","$586,176,000","$342,922,000","$247,191,000","$120,339,000","$889,183,000","$719,658,000","$501,549,000","$272,087,000","$1,713,367,000","$1,352,210,000","$909,933,000","$409,447,000","$2,374,987,000","$1,811,995,000","$1,154,431,000","$594,934,000","$1,860,269,000","$1,252,226,000","$712,271,000","$311,491,000","$1,300,774,000","$593,409,000","$240,772,000","$61,237,000","$172,001,000","$111,866,000","$65,930,000","$34,031,000","$111,021,000","$74,152,000","$53,393,000","$25,357,000","$30,977,000","$20,972,000","$8,459,000","$3,189,000","$17,140,000","$12,833,000","$9,264,000","$3,620,000","$26,289,000","$17,630,000","$12,119,000","$5,536,000","$19,939,000","$13,978,000","$13,678,000","$15,835,000","$9,623,000","$848,000","$647,000","$1,832,000","$1,913,000","$3,781,000"
To non-U.S. addressees,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$15,000",$0,$0,$0,$0,$0,$0,$0,$0
Real estate loans in domestic offices,regions-bank,NA,NA,NA,NA,NA,NA,"$8,000,000","$4,000,000","$33,000,000","$30,000,000","$27,000,000","$21,000,000","$34,000,000","$24,000,000","$18,000,000","$9,000,000","$42,000,000","$30,000,000","$20,000,000","$11,000,000","$72,134,000","$55,932,000","$41,727,000","$27,769,000","$65,428,000","$52,398,000","$39,762,000","$24,785,000","$96,682,000","$77,016,000","$55,827,000","$31,627,000","$132,652,000","$106,896,000","$75,660,000","$39,344,000","$217,523,000","$170,526,000","$117,219,000","$64,768,000","$586,176,000","$342,922,000","$247,191,000","$120,339,000","$889,183,000","$719,658,000","$501,549,000","$272,087,000","$1,713,367,000","$1,352,210,000","$909,933,000","$409,447,000","$2,282,170,000","$1,740,609,000","$1,106,517,000","$570,957,000","$1,782,067,000","$1,198,990,000","$679,149,000","$294,590,000","$1,265,039,000","$578,822,000","$232,244,000","$58,143,000","$169,885,000","$110,297,000","$64,361,000","$32,940,000","$105,921,000","$71,019,000","$51,027,000","$23,947,000","$30,266,000","$20,366,000","$8,459,000","$3,189,000","$17,140,000","$12,833,000","$9,264,000","$3,620,000","$26,289,000","$17,630,000","$12,119,000","$5,536,000","$19,939,000","$13,978,000","$13,678,000","$15,836,000","$9,623,000","$848,000","$647,000","$1,832,000","$1,913,000","$3,781,000"
Construction and land development,regions-bank,$0,$0,$0,$0,"$1,000,000","$1,000,000","$1,000,000",$0,"$1,000,000","$1,000,000",$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$417,000","$408,000","$118,000","$94,000","$451,000","$267,000","$268,000","$39,000","$750,000","$648,000","$480,000","$146,000","$2,136,000","$1,586,000","$784,000","$525,000","$6,940,000","$6,113,000","$4,228,000","$1,853,000","$29,698,000","$26,932,000","$25,622,000","$5,983,000","$116,949,000","$102,668,000","$73,401,000","$45,297,000","$402,277,000","$316,419,000","$207,026,000","$107,558,000","$866,671,000","$701,163,000","$401,120,000","$220,635,000","$658,997,000","$437,582,000","$240,634,000","$85,743,000","$657,788,000","$276,656,000","$68,406,000","$14,647,000","$46,327,000","$26,782,000","$16,381,000","$11,064,000","$10,814,000","$8,313,000","$6,593,000","$3,221,000","$2,731,000","$1,291,000","$181,000","$123,000","$328,000","$286,000","$87,000",$0,"$88,000","$73,000","$35,000","$2,000","$101,000","$284,000","$167,000","$195,000","$2,085,000","$95,000","$40,000",$0,$0,"$1,150,000"
Secured by farmland,regions-bank,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,000,000","$1,000,000","$1,000,000",$0,"$1,000,000","$1,000,000","$1,000,000","$1,000,000","$3,401,000","$3,154,000","$2,621,000","$1,206,000","$1,165,000","$1,118,000","$903,000","$269,000","$5,209,000","$3,888,000","$2,908,000","$1,519,000","$1,569,000","$772,000","$319,000","$2,000","$1,392,000","$482,000","$358,000","$58,000","$3,019,000","$1,512,000","$1,038,000","$834,000","$8,615,000","$7,374,000","$2,352,000","$457,000","$14,416,000","$12,465,000","$8,336,000","$5,464,000","$21,532,000","$17,842,000","$6,482,000","$2,074,000","$12,139,000","$5,775,000","$4,872,000","$2,751,000","$7,692,000","$2,123,000","$1,701,000","$687,000","$2,028,000","$1,319,000","$1,319,000",$0,"$1,343,000","$796,000","$692,000","$104,000","$198,000","$158,000","$62,000","$5,000","$342,000","$300,000",$0,$0,"$265,000","$13,000","$4,000","$4,000","$28,000","$31,000","$6,000","$6,000","$6,000","$6,000",$0,$0,$0,"$152,000"
